FireplaceQu,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,Functional,GarageFinish,GarageQual,GarageCond,PavedDrive,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,Median_n_Closest_SalePrice
3.0,3.0,0.0,4.0,6.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1407,85,rl,70,8445,no_alley_access,lvl,corner,collgcr,norm,1fam,sfoyer,1972,2007,gable,hdboard,wd shng,none,0,cblock,glq,656,unf,0,112,768,gasa,y,sbrkr,768,0,0,768,1,0,1,0,2,1,5,0,detchd,1988.0,2,396,58,0,0,0,0,0,mnprv,none,0,3,2009,wd,normal,133000.0,-93.68350982666016,42.020843505859375,187500.0
1.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,0.0,4.0,2.0,7.0,0.0,5.0,5.0,2.0,2606,85,rl,72,9129,no_alley_access,lvl,inside,mitchel,norm,1fam,sfoyer,1977,1977,gable,plywood,plywood,brkface,144,pconc,glq,923,unf,0,0,923,gasa,y,sbrkr,1008,0,0,1008,1,0,1,0,1,1,4,1,attchd,1977.0,2,678,201,66,0,0,0,0,mnprv,none,0,7,2007,wd,normal,,-93.60464477539062,41.99109649658203,130500.0
1.0,3.0,0.0,5.0,6.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,1919,85,rl,72,9360,no_alley_access,bnk,inside,mitchel,norm,1fam,sfoyer,1977,1977,gable,plywood,plywood,none,0,cblock,glq,841,lwq,116,0,957,gasa,y,sbrkr,1287,0,0,1287,1,0,1,1,2,1,5,2,attchd,1977.0,2,541,302,39,0,0,120,0,gdwo,none,0,11,2009,wd,normal,,-93.6044921875,41.9970703125,137000.0
3.0,3.0,0.0,4.0,6.0,3.0,4.0,2.0,5.0,0.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2818,85,rl,72,10820,no_alley_access,lvl,corner,sawyer,feedr,1fam,sfoyer,1971,1972,gable,hdboard,hdboard,brkface,153,pconc,glq,535,rec,159,88,782,gasa,y,sbrkr,810,0,0,810,1,0,1,0,2,1,4,0,detchd,1973.0,2,576,0,0,0,0,0,0,mnprv,none,0,6,2006,wd,normal,,-93.67816162109375,42.02945327758789,158900.0
3.0,3.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,0.0,2.0,7.0,3.0,5.0,5.0,2.0,1086,85,rl,73,9069,no_alley_access,lvl,inside,sawyerw,norm,1fam,sfoyer,1992,1992,gable,hdboard,hdboard,none,0,pconc,glq,747,unf,0,189,936,gasa,y,sbrkr,996,0,0,996,1,0,1,0,2,1,5,0,attchd,1992.0,2,564,120,0,0,0,0,0,no_fence,none,0,4,2010,wd,normal,147000.0,-93.68016052246094,42.03112030029297,158000.0
3.0,0.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,588,85,rl,74,8740,no_alley_access,lvl,inside,sawyer,norm,1fam,sfoyer,1982,1982,hip,hdboard,hdboard,none,0,cblock,alq,672,unf,0,168,840,gasa,y,sbrkr,860,0,0,860,1,0,1,0,2,1,4,0,detchd,1996.0,2,528,0,0,0,0,0,0,no_fence,none,0,7,2009,wd,normal,137000.0,-93.67137145996094,42.0311393737793,139000.0
5.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,5.0,0.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,1918,85,rl,75,9750,no_alley_access,lvl,inside,mitchel,norm,1fam,sfoyer,1977,1977,gable,plywood,plywood,none,0,cblock,alq,767,unf,0,135,902,gasa,y,sbrkr,926,0,0,926,1,0,1,0,2,1,5,1,attchd,1977.0,1,351,319,0,0,0,0,0,mnprv,none,0,4,2009,wd,normal,,-93.6047134399414,41.997066497802734,137000.0
1.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,2543,85,rl,75,9825,no_alley_access,low,inside,edwards,norm,1fam,sfoyer,1967,1967,gable,hdboard,hdboard,brkface,162,cblock,alq,936,unf,0,0,936,gasa,y,sbrkr,936,0,0,936,1,0,1,0,2,1,4,1,attchd,1967.0,1,384,405,0,0,0,0,0,no_fence,shed,450,8,2007,wd,abnorml,,-93.67754364013672,42.02070236206055,156000.0
5.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,0.0,2.0,3.0,3.0,3.0,5.0,5.0,2.0,2478,85,rl,75,11235,no_alley_access,lvl,inside,sawyer,norm,1fam,sfoyer,1964,1980,gable,hdboard,hdboard,brkface,30,cblock,blq,785,unf,0,635,1420,gasa,y,sbrkr,1452,0,0,1452,1,0,1,0,2,1,6,1,detchd,1964.0,2,572,92,0,88,0,0,0,no_fence,none,0,11,2007,wd,normal,,-93.6755599975586,42.03242492675781,133950.0
2.0,0.0,0.0,5.0,7.0,3.0,4.0,4.0,5.0,1.0,2.0,2.0,7.0,3.0,5.0,5.0,2.0,1517,85,rl,75,11380,no_alley_access,lvl,inside,names,norm,1fam,sfoyer,1966,2008,gable,hdboard,hdboard,brkface,216,cblock,glq,944,unf,0,136,1080,gasa,y,sbrkr,1128,0,0,1128,1,0,1,0,2,1,5,1,attchd,1966.0,1,315,238,0,0,0,0,0,no_fence,shed,1500,1,2010,wd,normal,,-93.61821746826172,42.048492431640625,151400.0
3.0,3.0,0.0,5.0,6.0,3.0,2.0,4.0,5.0,1.0,0.0,2.0,7.0,2.0,5.0,5.0,2.0,616,85,rl,80,8800,no_alley_access,lvl,inside,names,feedr,1fam,sfoyer,1963,1963,gable,metalsd,metalsd,brkface,156,pconc,glq,763,unf,0,173,936,gasa,y,sbrkr,1054,0,0,1054,1,0,1,0,3,1,6,0,attchd,1963.0,2,480,120,0,0,0,0,0,mnprv,none,0,5,2010,wd,abnorml,137500.0,-93.62572479248047,42.04039001464844,145000.0
4.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2589,85,rl,82,8410,no_alley_access,lvl,corner,mitchel,norm,1fam,sfoyer,1974,1974,gable,plywood,plywood,none,0,cblock,alq,924,unf,0,46,970,gasa,y,sbrkr,1026,0,0,1026,1,0,1,0,2,1,5,1,attchd,1974.0,2,528,193,0,0,0,0,0,no_fence,none,0,4,2007,wd,normal,,-93.60177612304688,41.99418640136719,135000.0
3.0,3.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,7.0,3.0,2.0,5.0,2.0,1579,85,rl,82,11105,no_alley_access,lvl,corner,collgcr,norm,1fam,sfoyer,1996,1996,gable,vinylsd,vinylsd,none,0,pconc,glq,870,unf,0,0,870,gasa,y,sbrkr,965,0,0,965,1,0,1,0,2,1,4,0,attchd,1998.0,2,580,71,0,0,0,0,0,gdprv,none,0,7,2010,wd,normal,,-93.69187927246094,42.02132034301758,196650.0
5.0,3.0,0.0,6.0,5.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,7.0,2.0,5.0,5.0,2.0,1243,85,rl,85,10625,no_alley_access,lvl,inside,nwames,norm,1fam,sfoyer,1974,1974,gable,plywood,plywood,brkface,81,cblock,glq,885,lwq,168,0,1053,gasa,y,sbrkr,1173,0,0,1173,1,0,2,0,3,1,6,2,attchd,1974.0,2,528,0,120,0,0,0,0,mnprv,none,0,1,2010,wd,family,170000.0,-93.6363754272461,42.050270080566406,197000.0
3.0,0.0,0.0,4.0,6.0,3.0,4.0,4.0,5.0,0.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,879,85,rl,88,11782,no_alley_access,lvl,inside,sawyer,norm,1fam,sfoyer,1961,1995,gable,hdboard,hdboard,none,0,cblock,alq,899,unf,0,210,1109,gasa,y,sbrkr,1155,0,0,1155,1,0,1,0,3,1,6,0,detchd,1987.0,2,576,192,0,0,0,0,0,mnprv,shed,400,6,2010,wd,normal,148000.0,-93.67366790771484,42.034793853759766,132750.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,664,85,rl,90,10012,no_alley_access,lvl,inside,edwards,norm,1fam,sfoyer,1972,1972,gable,plywood,plywood,none,0,cblock,blq,920,rec,180,38,1138,gasa,y,sbrkr,1181,0,0,1181,1,0,2,0,3,1,6,0,detchd,1974.0,2,588,0,0,180,0,0,0,mnprv,none,0,4,2008,wd,normal,137500.0,-93.67144012451172,42.019859313964844,130250.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,2.0,5.0,0.0,2.0,3.0,7.0,0.0,5.0,5.0,2.0,2241,85,rl,150,14137,no_alley_access,lvl,corner,mitchel,norm,1fam,sfoyer,1964,1964,gable,hdboard,hdboard,brkface,98,cblock,alq,865,lwq,247,88,1200,gasa,y,sbrkr,1200,0,0,1200,1,0,1,0,3,1,6,0,2types,1964.0,3,850,0,119,0,0,171,0,no_fence,none,0,11,2008,conld,normal,,-93.60637664794922,41.99318313598633,134000.0
3.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,771,85,rl,0,7252,no_alley_access,lvl,culdsac,sawyer,norm,1fam,sfoyer,1982,1982,hip,wd sdng,wd sdng,none,0,cblock,glq,685,unf,0,173,858,gasa,y,sbrkr,858,0,0,858,1,0,1,0,2,1,5,0,detchd,1983.0,2,576,120,0,0,0,0,0,no_fence,none,0,4,2009,wd,normal,134900.0,-93.6718521118164,42.0306282043457,138000.0
3.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,2143,85,rl,0,7400,no_alley_access,lvl,culdsac,sawyer,norm,1fam,sfoyer,1984,1984,gable,vinylsd,vinylsd,none,0,pconc,lwq,104,alq,956,0,1060,gasa,y,sbrkr,1126,0,0,1126,1,0,1,0,2,1,5,0,attchd,1984.0,2,506,178,0,0,0,0,0,no_fence,none,0,3,2008,wd,normal,,-93.67190551757812,42.03055191040039,139000.0
5.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,0.0,3.0,7.0,2.0,5.0,5.0,2.0,361,85,rl,0,7540,no_alley_access,lvl,culdsac,mitchel,norm,1fam,sfoyer,1978,1978,gable,vinylsd,vinylsd,none,0,cblock,glq,773,unf,0,115,888,gasa,y,sbrkr,912,0,0,912,1,0,1,0,2,1,5,1,attchd,1978.0,2,470,0,0,0,0,192,0,mnprv,none,0,6,2007,wd,normal,156000.0,-93.60667419433594,41.994205474853516,135000.0
4.0,0.0,0.0,5.0,7.0,3.0,4.0,2.0,5.0,1.0,0.0,3.0,7.0,0.0,5.0,5.0,2.0,2141,85,rl,0,7703,no_alley_access,lvl,culdsac,sawyer,norm,1fam,sfoyer,1978,1978,gable,hdboard,hdboard,brkcmn,40,cblock,alq,450,unf,0,0,450,gasa,y,sbrkr,1034,0,0,1034,0,1,1,0,3,1,6,1,basment,1978.0,2,504,311,0,0,0,0,0,gdwo,none,0,5,2008,wd,normal,,-93.67271423339844,42.031349182128906,136500.0
1.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,7.0,0.0,5.0,5.0,2.0,1844,85,rl,0,8014,no_alley_access,lvl,culdsac,sawyer,norm,1fam,sfoyer,1978,1978,gable,plywood,hdboard,brkface,23,cblock,glq,456,unf,0,0,456,gasa,y,sbrkr,1034,0,0,1034,0,1,1,0,3,1,5,1,basment,1978.0,2,504,0,0,0,0,0,0,no_fence,none,0,6,2009,wd,normal,,-93.67265319824219,42.031341552734375,136750.0
3.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,0.0,3.0,7.0,3.0,5.0,5.0,2.0,2380,85,rl,0,8723,no_alley_access,lvl,inside,nwames,posn,1fam,sfoyer,1969,1969,gable,hdboard,hdboard,none,0,pconc,blq,973,unf,0,0,973,gasa,y,sbrkr,1082,0,0,1082,1,0,1,0,3,1,6,0,attchd,1969.0,2,480,160,0,0,0,0,0,no_fence,none,0,1,2007,wd,normal,,-93.63452911376953,42.048065185546875,179900.0
5.0,0.0,0.0,4.0,5.0,3.0,2.0,2.0,5.0,0.0,0.0,2.0,7.0,0.0,5.0,5.0,2.0,784,85,rl,0,9101,no_alley_access,lvl,corner,mitchel,norm,1fam,sfoyer,1978,1978,gable,plywood,plywood,brkface,104,pconc,glq,1097,unf,0,0,1097,gasa,y,sbrkr,1110,0,0,1110,1,0,1,0,1,1,4,1,attchd,1978.0,2,602,303,30,0,0,0,0,no_fence,none,0,7,2009,wd,normal,165500.0,-93.60492706298828,41.98877716064453,129700.0
3.0,0.0,0.0,4.0,6.0,3.0,4.0,2.0,5.0,0.0,2.0,2.0,7.0,2.0,5.0,2.0,2.0,43,85,rl,0,9180,no_alley_access,lvl,culdsac,sawyerw,norm,1fam,sfoyer,1983,1983,gable,hdboard,hdboard,none,0,cblock,alq,747,lwq,93,0,840,gasa,y,sbrkr,884,0,0,884,1,0,1,0,2,1,5,0,attchd,1983.0,2,504,240,0,0,0,0,0,mnprv,none,0,12,2007,wd,normal,144000.0,-93.68518829345703,42.03567886352539,179950.0
1.0,0.0,0.0,6.0,4.0,2.0,4.0,0.0,5.0,1.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,2637,85,rl,0,9927,no_alley_access,lvl,inside,nwames,norm,1fam,sfoyer,1976,1976,gable,vinylsd,wd shng,stone,252,cblock,glq,1005,unf,0,42,1047,gasa,y,sbrkr,1083,0,0,1083,1,0,1,0,2,1,5,1,attchd,1976.0,2,596,444,0,40,0,0,0,no_fence,none,0,7,2006,wd,normal,,-93.63536834716797,42.04977035522461,180500.0
5.0,0.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,0.0,0.0,3.0,7.0,0.0,5.0,5.0,2.0,2404,85,rl,0,10050,no_alley_access,lvl,inside,names,norm,1fam,sfoyer,1966,1966,gable,hdboard,hdboard,brkface,87,cblock,glq,602,unf,0,191,793,gasa,y,sbrkr,1280,0,0,1280,0,1,2,0,3,1,6,1,basment,1966.0,2,432,140,40,0,0,0,0,no_fence,none,0,6,2007,wd,normal,,-93.61705780029297,42.04893493652344,155000.0
5.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,4.0,3.0,7.0,2.0,5.0,5.0,2.0,2635,85,rl,0,10464,no_alley_access,lvl,fr3,nwames,norm,1fam,sfoyer,1980,1980,gable,hdboard,hdboard,brkface,130,cblock,glq,850,unf,0,138,988,gasa,y,sbrkr,1102,0,0,1102,1,0,1,0,2,1,5,1,attchd,1980.0,2,582,140,22,0,0,0,0,no_fence,none,0,6,2006,wd,normal,,-93.63300323486328,42.0562629699707,181950.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,2.0,5.0,0.0,4.0,2.0,7.0,3.0,5.0,5.0,2.0,2138,85,rl,0,11235,no_alley_access,lvl,corner,sawyer,feedr,1fam,sfoyer,1963,1963,gable,hdboard,wd sdng,none,0,cblock,alq,784,unf,0,197,981,gasa,y,sbrkr,1075,0,0,1075,1,0,1,0,3,1,6,0,detchd,1996.0,2,440,64,0,0,0,64,0,mnprv,none,0,5,2008,wd,abnorml,,-93.67555236816406,42.03360366821289,133000.0
3.0,0.0,0.0,6.0,8.0,0.0,4.0,4.0,5.0,0.0,2.0,0.0,7.0,2.0,5.0,5.0,2.0,981,85,rl,0,12122,no_alley_access,lvl,corner,names,norm,1fam,sfoyer,1961,2007,gable,cemntbd,cemntbd,stone,210,cblock,alq,867,unf,0,77,944,gasa,y,sbrkr,999,0,0,999,1,0,1,0,3,1,6,0,attchd,1961.0,2,588,144,76,0,0,0,0,no_fence,none,0,7,2008,wd,normal,178400.0,-93.62449645996094,42.043846130371094,143000.0
4.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,0.0,4.0,2.0,7.0,2.0,5.0,5.0,2.0,2584,85,rl,0,12150,no_alley_access,bnk,culdsac,mitchel,norm,1fam,sfoyer,1979,1979,gable,hdboard,wd shng,none,0,cblock,glq,1001,unf,0,0,1001,gasa,y,sbrkr,1299,0,0,1299,1,0,2,0,2,1,5,1,builtin,1979.0,2,486,84,0,222,0,0,0,mnprv,none,0,1,2007,wd,normal,,-93.60657501220703,41.99435806274414,137000.0
2.0,3.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,0.0,1.0,3.0,7.0,2.0,5.0,5.0,2.0,1755,85,rl,0,16500,no_alley_access,lvl,inside,nwames,norm,1fam,sfoyer,1971,1971,hip,hdboard,hdboard,brkface,509,cblock,glq,962,unf,0,270,1232,gasa,y,sbrkr,1320,0,0,1320,0,1,2,0,3,1,5,1,attchd,1971.0,2,495,0,20,0,0,0,0,no_fence,none,0,5,2009,wd,normal,,-93.6274185180664,42.0439338684082,146000.0
5.0,0.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,3.0,0.0,5.0,5.0,2.0,846,85,rl,0,16647,no_alley_access,lvl,culdsac,sawyer,rrae,1fam,sfoyer,1975,1981,gable,hdboard,hdboard,none,0,cblock,alq,1390,unf,0,0,1390,gasa,y,sbrkr,1701,0,0,1701,1,0,2,0,3,1,6,2,basment,1975.0,2,611,0,0,0,0,0,0,no_fence,none,0,1,2007,wd,normal,171000.0,-93.66197967529297,42.034645080566406,144450.0
3.0,3.0,0.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,4.0,2.0,3.0,1.0,3.0,3.0,0.0,1837,85,rm,86,5160,grvl,lvl,inside,idotrr,norm,1fam,sfoyer,1923,1950,hip,metalsd,metalsd,none,0,pconc,blq,749,rec,63,46,858,gasa,y,sbrkr,892,0,0,892,1,0,1,0,1,1,5,0,no_garage,0.0,0,0,0,0,105,0,160,0,no_fence,none,0,7,2009,cod,abnorml,,-93.62515258789062,42.02414321899414,121250.0
3.0,3.0,0.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1594,90,rh,60,7200,pave,lvl,inside,swisu,norm,duplex,2story,1967,1967,flat,plywood,cblock,none,0,slab,no_basement,0,no_basement,0,0,0,gasa,y,sbrkr,862,1788,0,2650,0,0,3,0,6,2,10,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,shed,500,2,2010,wd,normal,,-93.6507568359375,42.016395568847656,160000.0
5.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,779,90,rh,60,8400,no_alley_access,lvl,inside,sawyerw,feedr,duplex,1story,1977,1977,gable,plywood,plywood,brkface,320,slab,no_basement,0,no_basement,0,0,0,gasa,y,sbrkr,2020,0,0,2020,0,0,2,0,4,2,10,2,detchd,1977.0,2,630,0,0,0,0,0,0,no_fence,none,0,10,2007,wd,normal,144000.0,-93.67911529541016,42.03620910644531,134000.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,914,90,rh,82,6270,no_alley_access,hls,inside,crawfor,norm,duplex,2story,1949,1950,gable,metalsd,metalsd,none,0,cblock,blq,284,unf,0,717,1001,gasa,n,fusea,1001,1001,0,2002,0,0,2,0,4,2,8,0,2types,1949.0,3,871,0,0,0,0,0,0,no_fence,none,0,8,2007,wd,normal,145000.0,-93.6432113647461,42.01995086669922,164500.0
3.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,956,90,rh,82,7136,no_alley_access,hls,inside,crawfor,norm,duplex,2story,1946,1950,gable,metalsd,metalsd,brkface,423,cblock,rec,484,unf,0,495,979,gasa,n,fusef,979,979,0,1958,0,0,2,0,4,2,8,0,attchd,1946.0,2,492,0,0,0,0,0,0,no_fence,none,0,8,2007,wd,normal,145000.0,-93.64352416992188,42.019954681396484,164500.0
3.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,7.0,1.0,3.0,3.0,2.0,955,90,rl,35,9400,no_alley_access,lvl,culdsac,edwards,norm,duplex,sfoyer,1975,1975,flat,wdshing,plywood,brkface,250,cblock,glq,945,unf,0,0,945,gasa,y,sbrkr,980,0,0,980,0,2,2,0,4,0,4,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,none,0,10,2006,wd,adjland,127500.0,-93.67554473876953,42.020545959472656,148950.0
3.0,0.0,0.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,7.0,1.0,3.0,3.0,2.0,2860,90,rl,38,7840,no_alley_access,lvl,culdsac,edwards,norm,duplex,sfoyer,1975,1975,flat,plywood,wd shng,brkface,355,cblock,glq,976,unf,0,0,976,gasa,y,sbrkr,1012,0,0,1012,0,2,2,0,4,0,4,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,none,0,10,2006,wd,adjland,,-93.67530059814453,42.020591735839844,148000.0
3.0,0.0,0.0,3.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,7.0,1.0,3.0,3.0,0.0,943,90,rl,42,7711,no_alley_access,lvl,inside,edwards,norm,duplex,1story,1977,1977,gable,metalsd,metalsd,none,0,pconc,glq,1440,unf,0,0,1440,gasa,y,sbrkr,1440,0,0,1440,2,0,2,0,4,2,8,0,no_garage,0.0,0,0,321,0,0,0,0,0,no_fence,none,0,8,2007,oth,abnorml,150000.0,-93.6644287109375,42.0205192565918,113000.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,0.0,1.0,3.0,7.0,1.0,3.0,3.0,2.0,2154,90,rl,50,9350,no_alley_access,lvl,inside,edwards,norm,duplex,sfoyer,1975,1975,gable,hdboard,hdboard,none,0,pconc,glq,864,unf,0,0,864,gasa,n,sbrkr,864,0,0,864,1,0,1,0,2,1,4,0,no_garage,0.0,0,0,0,0,0,0,0,0,no_fence,none,0,4,2008,wd,normal,,-93.66506958007812,42.02571487426758,119500.0
3.0,3.0,0.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,7.0,1.0,3.0,3.0,0.0,2554,90,rl,52,8741,no_alley_access,lvl,inside,edwards,norm,duplex,1story,1946,1950,gable,plywood,plywood,none,0,cblock,unf,0,unf,0,1195,1195,gasa,n,sbrkr,1195,0,0,1195,0,0,2,0,4,2,8,0,no_garage,0.0,0,0,118,0,0,0,0,0,gdwo,none,0,7,2007,wd,abnorml,,-93.66468811035156,42.020503997802734,114000.0
3.0,0.0,0.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,941,90,rl,55,12640,no_alley_access,lvl,inside,mitchel,norm,duplex,1story,1976,1976,gable,plywood,plywood,none,0,cblock,rec,936,lwq,396,396,1728,gasa,y,sbrkr,1728,0,0,1728,0,0,2,0,4,2,8,0,attchd,1976.0,2,574,40,0,0,0,0,0,no_fence,none,0,7,2006,wd,normal,150900.0,-93.60447692871094,41.99004364013672,129500.0
3.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,7.0,3.0,5.0,5.0,2.0,1413,90,rl,60,7200,no_alley_access,lvl,inside,names,norm,duplex,1story,1949,1950,gable,brkface,stone,none,0,slab,no_basement,0,no_basement,0,0,0,wall,n,fusef,1040,0,0,1040,0,0,2,0,2,2,6,0,detchd,1956.0,2,420,0,0,0,0,0,0,no_fence,none,0,6,2009,wd,normal,90000.0,-93.60890197753906,42.03584289550781,132500.0
3.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,7.0,3.0,5.0,5.0,2.0,1091,90,rl,60,8544,no_alley_access,lvl,corner,names,norm,duplex,1story,1950,1950,gable,brkface,brkface,none,0,slab,no_basement,0,no_basement,0,0,0,wall,n,fusea,1040,0,0,1040,0,0,2,0,2,2,6,0,detchd,1987.0,2,400,0,0,0,0,0,0,no_fence,none,0,6,2009,wd,normal,92900.0,-93.60897827148438,42.03571319580078,131200.0
3.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,7.0,3.0,5.0,1.0,2.0,2767,90,rl,60,8544,no_alley_access,lvl,corner,names,norm,duplex,1story,1950,1950,gable,brkface,stone,none,0,slab,no_basement,0,no_basement,0,0,0,wall,n,fusef,1040,0,0,1040,0,0,2,0,2,2,6,0,detchd,1950.0,2,400,0,0,0,0,0,0,no_fence,none,0,12,2006,wd,normal,,-93.60905456542969,42.03480529785156,126175.0
3.0,3.0,0.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,3.0,5.0,5.0,2.0,737,90,rl,60,8544,no_alley_access,lvl,inside,names,norm,duplex,1story,1950,1950,gable,stucco,stone,none,0,cblock,no_basement,0,no_basement,0,0,0,gasa,n,fusef,1040,0,0,1040,0,0,2,0,2,2,6,0,detchd,1949.0,2,400,0,0,0,0,0,0,no_fence,none,0,7,2006,wd,normal,93500.0,-93.60905456542969,42.03466033935547,126175.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,7.0,3.0,5.0,5.0,2.0,1959,90,rl,60,9000,no_alley_access,lvl,fr2,names,norm,duplex,2story,1974,1974,gable,vinylsd,vinylsd,none,0,cblock,unf,0,unf,0,896,896,gasa,y,sbrkr,896,896,0,1792,0,0,2,2,4,2,8,0,detchd,1982.0,2,480,0,45,0,0,0,0,no_fence,none,0,6,2008,wd,normal,,-93.62654113769531,42.056304931640625,139000.0
3.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,7.0,1.0,3.0,3.0,2.0,1451,90,rl,60,9000,no_alley_access,lvl,fr2,names,norm,duplex,2story,1974,1974,gable,vinylsd,vinylsd,none,0,cblock,unf,0,unf,0,896,896,gasa,y,sbrkr,896,896,0,1792,0,0,2,2,4,2,8,0,no_garage,0.0,0,0,32,45,0,0,0,0,no_fence,none,0,9,2009,wd,normal,136000.0,-93.6258544921875,42.056396484375,140000.0
3.0,3.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,7.0,1.0,3.0,3.0,2.0,1840,90,rl,60,10800,no_alley_access,lvl,inside,edwards,norm,duplex,1story,1987,1988,gable,plywood,plywood,none,0,cblock,glq,1200,unf,0,0,1200,gasa,y,sbrkr,1200,0,0,1200,3,0,3,0,3,1,5,0,no_garage,0.0,0,0,120,0,0,0,0,0,no_fence,none,0,3,2009,wd,alloca,,-93.65817260742188,42.028099060058594,126000.0
