Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude
2101,190,rm,69.0,9142,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,2fmcon,2story,5,5,1900,2006,gable,compshg,metalsd,metalsd,unknown,0.0,ta,fa,brktil,fa,ta,no,unf,0.0,unf,0.0,797.0,797.0,gasa,ta,n,fusea,830,797,0,1627,0.0,0.0,2,0,4,2,ta,10,typ,0,,detchd,1950.0,unf,2.0,420.0,fa,po,n,192,0,60,0,0,0,unknown,,unknown,0,2,2008,wd,normal,,-93.61844,42.029028
2102,75,rm,53.0,5350,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,artery,norm,1fam,2story,7,8,1920,1965,gable,compshg,wd sdng,wd shng,unknown,0.0,ta,ta,brktil,ta,ta,no,blq,116.0,unf,0.0,508.0,624.0,gasa,ex,y,sbrkr,730,720,0,1450,0.0,0.0,1,0,3,1,ta,7,typ,0,,detchd,1935.0,unf,1.0,288.0,ta,ta,y,0,192,0,0,0,0,unknown,mnprv,unknown,0,3,2008,wd,normal,,-93.620183,42.02928
2103,50,rm,69.0,9143,pave,grvl,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1.5fin,5,7,1900,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,346.0,346.0,gasa,ex,y,sbrkr,709,308,0,1017,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1961.0,unf,1.0,308.0,ta,ta,n,0,0,139,0,0,0,unknown,,unknown,0,5,2008,wd,normal,,-93.618297,42.029281
2104,190,rm,60.0,9600,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,2fmcon,2story,5,5,1920,1960,gable,compshg,asbshng,asbshng,unknown,0.0,ta,ta,brktil,ta,ta,no,rec,234.0,unf,0.0,739.0,973.0,gasa,ta,y,fusep,1377,973,0,2350,0.0,0.0,2,0,4,2,ta,10,typ,0,,2types,1930.0,unf,2.0,393.0,ta,ta,y,0,0,219,0,0,0,unknown,,unknown,0,4,2008,wd,normal,,-93.617386,42.028287
2105,70,rm,60.0,6000,pave,grvl,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2story,5,9,1905,2005,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,brktil,fa,ta,no,unf,0.0,unf,0.0,572.0,572.0,gasa,ex,y,sbrkr,884,656,0,1540,0.0,0.0,1,1,3,1,gd,7,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,240,77,0,0,0,0,unknown,,unknown,0,2,2008,wd,normal,,-93.616998,42.027073
2106,70,rm,60.0,11340,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,2,1,1920,1950,gable,compshg,asbshng,asbshng,unknown,0.0,fa,fa,brktil,fa,fa,no,unf,0.0,unf,0.0,723.0,723.0,gasa,ta,n,sbrkr,723,363,0,1086,0.0,0.0,1,0,2,1,ta,5,maj1,0,,detchd,1920.0,unf,2.0,400.0,fa,po,n,0,24,144,0,0,0,unknown,,unknown,0,11,2008,conld,normal,,-93.608752,42.029209
2107,70,rm,60.0,10800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,7,7,1890,1999,gable,compshg,wd sdng,wd shng,unknown,0.0,ta,ta,brktil,ta,ta,mn,unf,0.0,unf,0.0,1313.0,1313.0,gasw,gd,y,sbrkr,1313,1182,0,2495,0.0,0.0,2,0,5,1,ta,10,typ,1,gd,detchd,1950.0,unf,2.0,342.0,ta,fa,y,0,299,0,0,0,0,unknown,,unknown,0,12,2008,wd,normal,,-93.6075521,42.0273991
2108,20,rm,65.0,9750,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,5,6,1959,1959,gable,compshg,metalsd,metalsd,brkface,164.0,ta,ta,cblock,ta,ta,no,rec,200.0,unf,0.0,784.0,984.0,gasa,gd,y,sbrkr,984,0,0,984,1.0,0.0,1,0,2,1,fa,5,typ,0,,detchd,1959.0,unf,1.0,308.0,ta,ta,n,0,0,0,0,0,0,unknown,,unknown,0,6,2008,wd,normal,,-93.6059697,42.0272517
2109,20,rm,52.0,8516,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,4,6,1958,2006,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,869.0,869.0,gasa,ta,y,sbrkr,1093,0,0,1093,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1959.0,unf,1.0,308.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,5,2008,wd,normal,,-93.6043548,42.02726639999999
2110,30,rl,55.0,7111,pave,no_alley_access,ir1,bnk,allpub,inside,gtl,brkside,norm,norm,1fam,1story,5,7,1928,1983,gable,compshg,wdshing,wd shng,unknown,0.0,gd,gd,brktil,ta,ta,no,lwq,406.0,blq,273.0,329.0,1008.0,gasa,ta,y,sbrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,ta,5,typ,1,po,detchd,1992.0,unf,1.0,288.0,ta,ta,y,265,0,0,0,0,0,unknown,gdprv,unknown,0,7,2008,wd,normal,,-93.628806,42.03361
2111,50,rm,,7425,pave,no_alley_access,ir1,bnk,allpub,corner,gtl,brkside,rran,artery,1fam,1.5fin,7,7,1945,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,fa,no,unf,0.0,unf,0.0,672.0,672.0,gasa,gd,y,sbrkr,1195,473,0,1668,0.0,0.0,1,1,3,1,gd,8,typ,0,,attchd,1945.0,unf,1.0,252.0,ta,ta,y,210,0,0,0,0,0,unknown,,unknown,0,8,2008,wd,abnorml,,-93.6267116,42.0343116
2112,50,rl,,7010,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,5,1935,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,no,rec,175.0,unf,0.0,849.0,1024.0,gasa,ta,y,sbrkr,1144,594,0,1738,0.0,0.0,2,0,3,1,ta,6,typ,1,gd,detchd,1950.0,unf,1.0,240.0,ta,ta,p,0,30,0,0,0,0,unknown,,unknown,0,7,2008,wd,normal,,-93.625926,42.03047
2113,50,rm,50.0,5000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,feedr,norm,1fam,1.5fin,5,7,1941,2006,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,gd,cblock,ta,ta,no,alq,600.0,unf,0.0,72.0,672.0,gasa,ex,y,sbrkr,832,378,0,1210,0.0,0.0,1,0,3,1,gd,6,typ,0,,detchd,1941.0,unf,1.0,240.0,ta,ta,p,0,0,0,0,0,0,unknown,,unknown,0,5,2008,wd,normal,,-93.625584,42.033568
2114,70,rm,59.0,5870,pave,no_alley_access,reg,lvl,allpub,corner,gtl,brkside,feedr,feedr,1fam,2story,6,9,1900,2000,gable,compshg,hdboard,hdboard,unknown,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,554.0,554.0,gasa,ex,y,sbrkr,736,554,0,1290,0.0,0.0,1,1,3,1,ta,6,typ,0,,detchd,1926.0,unf,1.0,200.0,fa,ta,y,38,112,0,0,0,0,unknown,mnprv,shed,400,4,2008,wd,normal,,-93.625589,42.033699
2115,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1940,1989,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,521.0,unf,0.0,460.0,981.0,gasa,ex,y,sbrkr,1014,658,0,1672,0.0,0.0,1,1,3,1,gd,6,typ,1,gd,detchd,1940.0,unf,1.0,240.0,ta,ta,y,0,11,0,0,0,0,unknown,gdprv,unknown,0,7,2008,wd,normal,,-93.623666,42.03337
2116,30,rm,50.0,6000,pave,no_alley_access,reg,hls,allpub,inside,gtl,brkside,norm,norm,1fam,1story,5,7,1924,2003,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,fa,brktil,ta,fa,no,unf,0.0,unf,0.0,949.0,949.0,gasa,ex,y,sbrkr,949,0,0,949,0.0,0.0,1,0,2,1,ta,5,typ,1,fa,detchd,1924.0,unf,2.0,370.0,ta,ta,y,0,0,48,0,0,0,unknown,,unknown,0,7,2008,wd,normal,,-93.624566,42.033511
2117,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1937,2000,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,gd,brktil,ta,ta,no,rec,201.0,lwq,162.0,462.0,825.0,gasa,ex,y,sbrkr,825,672,0,1497,0.0,0.0,2,0,3,1,ta,5,typ,0,,detchd,2004.0,unf,1.0,672.0,ta,ta,y,272,0,0,0,0,0,unknown,gdprv,unknown,0,5,2008,wd,normal,,-93.621532,42.033473
2118,50,rm,50.0,6000,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,5,1939,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,lwq,264.0,unf,0.0,475.0,739.0,gasa,ex,y,sbrkr,874,468,0,1342,0.0,0.0,2,0,2,2,ta,7,typ,1,gd,detchd,1939.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,4,2008,wd,normal,,-93.621532,42.033366
2119,45,rm,50.0,5000,pave,no_alley_access,reg,bnk,allpub,inside,mod,brkside,norm,norm,1fam,1.5unf,6,7,1926,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,992.0,992.0,gasa,ex,y,sbrkr,1013,0,0,1013,0.0,0.0,1,0,3,1,ta,6,typ,0,,detchd,1926.0,unf,1.0,160.0,fa,ta,y,0,0,101,0,0,0,unknown,,unknown,0,4,2008,wd,normal,,-93.622102,42.033493
2120,50,rm,60.0,5520,pave,no_alley_access,ir1,lvl,allpub,fr2,gtl,brkside,feedr,norm,1fam,1.5fin,5,7,1920,1997,gable,compshg,asbshng,asbshng,unknown,0.0,ta,gd,brktil,ta,ta,no,alq,68.0,unf,0.0,497.0,565.0,gasa,ta,y,sbrkr,565,651,0,1216,1.0,0.0,1,0,3,1,ta,6,typ,1,gd,builtin,1920.0,rfn,1.0,355.0,fa,ta,y,0,0,180,0,0,0,unknown,mnprv,unknown,0,4,2008,wd,normal,,-93.624688,42.031354
2121,20,rm,99.0,5940,pave,no_alley_access,ir1,lvl,allpub,fr3,gtl,brkside,feedr,norm,1fam,1story,4,7,1946,1950,gable,compshg,metalsd,cblock,unknown,0.0,ta,ta,pconc,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,ta,y,fusea,896,0,0,896,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1946.0,unf,1.0,280.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,4,2008,conld,abnorml,,-93.624687,42.031293
2122,50,rm,52.0,6240,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,4,7,1929,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,pconc,ta,ta,no,blq,80.0,unf,0.0,624.0,704.0,gasa,ex,y,sbrkr,624,512,0,1136,0.0,1.0,1,0,2,1,ta,6,typ,0,,detchd,1990.0,unf,1.0,336.0,ta,ta,y,0,365,80,0,0,0,unknown,,unknown,0,8,2008,wd,normal,,-93.623632,42.031493
2123,30,rm,,6120,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1story,5,6,1945,1995,gable,compshg,plywood,plywood,unknown,0.0,ta,gd,cblock,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,gd,n,sbrkr,808,0,0,808,0.0,0.0,1,0,1,1,ta,6,min2,0,,attchd,1925.0,unf,1.0,164.0,ta,ta,p,0,48,0,0,0,0,unknown,,unknown,0,6,2008,wd,normal,,-93.622566,42.032476
2124,50,rm,52.0,6240,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,7,5,1939,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,mn,rec,300.0,lwq,240.0,449.0,989.0,gasa,ta,y,sbrkr,1245,764,0,2009,0.0,0.0,2,0,4,1,ta,7,min2,1,gd,detchd,1939.0,unf,2.0,400.0,ta,ta,y,0,20,0,0,0,0,unknown,mnprv,unknown,0,1,2008,wd,normal,,-93.621485,42.031496
2125,70,rm,51.0,6120,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,2story,5,5,1923,1950,gambrel,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,no,lwq,203.0,unf,0.0,897.0,1100.0,gasa,ta,y,sbrkr,1226,676,0,1902,0.0,0.0,2,0,4,1,ta,7,typ,0,,detchd,1960.0,unf,2.0,576.0,ta,ta,y,0,139,55,0,0,0,unknown,,unknown,0,10,2008,wd,normal,,-93.620392,42.031467
2126,50,rl,60.0,9144,pave,pave,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,4,1915,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,810.0,810.0,gasa,ex,y,sbrkr,1170,546,0,1716,0.0,0.0,2,0,4,1,gd,8,typ,0,,detchd,1970.0,unf,2.0,672.0,ta,ta,y,0,195,0,0,0,0,unknown,,unknown,0,3,2008,wd,normal,,-93.625539,42.028274
2127,60,rm,57.0,8094,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,2fmcon,2.5unf,6,8,1910,1983,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,pconc,ta,ta,mn,rec,196.0,unf,0.0,1046.0,1242.0,gasa,gd,y,sbrkr,1242,742,0,1984,0.0,0.0,2,0,5,1,ta,8,typ,0,,detchd,,no_garage,1.0,360.0,,,y,64,0,180,0,0,0,unknown,mnprv,shed,1000,9,2008,wd,normal,,-93.621676,42.02903
2128,50,rm,63.0,4347,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,6,8,1910,1950,gambrel,compshg,metalsd,metalsd,unknown,0.0,gd,ta,brktil,gd,gd,no,unf,0.0,unf,0.0,796.0,796.0,gasa,ex,y,sbrkr,825,784,0,1609,0.0,0.0,1,0,3,1,ta,7,typ,0,,detchd,1910.0,unf,1.0,228.0,fa,fa,n,0,182,0,0,0,0,unknown,,unknown,0,6,2008,wd,normal,,-93.6208294,42.0286305
2129,30,rm,,6291,grvl,no_alley_access,ir1,lvl,allpub,inside,gtl,idotrr,rrne,norm,1fam,1story,6,6,1930,1950,gable,compshg,stucco,wd shng,unknown,0.0,gd,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,768.0,768.0,gasa,ta,y,sbrkr,768,0,0,768,0.0,0.0,1,0,1,1,ta,4,typ,0,,detchd,1930.0,unf,2.0,440.0,ta,ta,n,0,0,84,0,0,0,unknown,,unknown,0,7,2008,wd,normal,,-93.6259506,42.0255246
2130,70,rm,60.0,10266,pave,no_alley_access,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,2story,6,6,1952,1952,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,372.0,unf,0.0,396.0,768.0,gasa,ta,y,fusea,768,768,0,1536,0.0,0.0,1,1,4,1,ta,7,typ,0,,detchd,1952.0,unf,1.0,308.0,ta,ta,y,0,216,80,0,0,0,unknown,,unknown,0,5,2008,cod,abnorml,,-93.628447,42.024111
2131,50,rm,60.0,6876,pave,no_alley_access,reg,bnk,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,6,6,1938,1958,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,1272.0,1272.0,gasa,ta,y,sbrkr,1272,0,697,1969,0.0,0.0,2,0,4,1,ta,9,min1,1,gd,detchd,1938.0,unf,2.0,400.0,ta,ta,y,0,34,0,0,0,0,unknown,,unknown,0,11,2008,cod,normal,,-93.627729,42.024265
2132,50,rm,,10320,pave,grvl,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,5,6,1915,1978,gable,compshg,hdboard,hdboard,unknown,0.0,ta,fa,brktil,ta,fa,no,unf,0.0,unf,0.0,880.0,880.0,gasa,gd,y,sbrkr,880,428,0,1308,0.0,0.0,2,0,2,1,ta,6,typ,0,,detchd,1950.0,unf,2.0,400.0,fa,fa,y,0,0,117,0,0,0,unknown,,unknown,0,4,2008,wd,normal,,-93.6261621,42.0249938
2133,30,rm,60.0,7200,pave,no_alley_access,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1story,6,7,1925,1992,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1040.0,1040.0,gasa,gd,y,sbrkr,1040,0,0,1040,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1993.0,unf,2.0,320.0,ta,ta,y,0,132,0,0,0,0,unknown,,unknown,0,7,2008,wd,normal,,-93.6265884,42.0242588
2134,50,rm,62.0,7006,pave,no_alley_access,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,1.5fin,6,6,1925,1950,gable,compshg,stucco,stucco,unknown,0.0,ta,ta,pconc,ta,ta,no,rec,121.0,unf,0.0,647.0,768.0,gasa,ta,y,sbrkr,788,448,0,1236,1.0,0.0,2,0,3,1,ta,6,typ,1,gd,detchd,1985.0,unf,1.0,384.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,8,2008,wd,family,,-93.6295,42.022574
2135,30,rm,60.0,10320,pave,no_alley_access,reg,lvl,allpub,inside,gtl,idotrr,rrne,norm,1fam,1story,5,8,1912,1991,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,fa,ta,no,unf,0.0,unf,0.0,451.0,451.0,gasa,ta,y,sbrkr,759,0,0,759,0.0,0.0,1,0,1,1,ta,5,typ,0,,detchd,1997.0,unf,2.0,576.0,ta,ta,n,40,0,0,0,0,0,unknown,,unknown,0,8,2008,conld,family,,-93.624819,42.024885
2136,190,rm,60.0,10320,pave,grvl,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,2fmcon,2story,3,3,1915,1950,gable,compshg,asphshn,asphshn,unknown,0.0,fa,fa,pconc,ta,fa,no,unf,0.0,unf,0.0,536.0,536.0,gasa,ex,n,fusef,808,536,0,1344,0.0,0.0,2,0,3,2,ta,8,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,42,0,204,0,0,0,unknown,,unknown,0,5,2008,wd,normal,,-93.6246096,42.0242331
2137,20,rl,82.0,9488,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,1fam,1story,5,6,1947,1993,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1046.0,1046.0,gasa,gd,n,sbrkr,1054,0,0,1054,0.0,0.0,1,0,3,1,ta,6,typ,0,,detchd,1947.0,unf,1.0,240.0,ta,ta,y,0,60,122,0,0,0,unknown,,unknown,0,9,2008,wd,abnorml,,-93.658159,42.034391
2138,85,rl,,11235,pave,no_alley_access,reg,lvl,allpub,corner,gtl,sawyer,feedr,norm,1fam,sfoyer,5,6,1963,1963,gable,compshg,hdboard,wd sdng,unknown,0.0,ta,ta,cblock,gd,ta,av,alq,784.0,unf,0.0,197.0,981.0,gasa,ta,y,sbrkr,1075,0,0,1075,1.0,0.0,1,0,3,1,gd,6,typ,0,,detchd,1996.0,unf,2.0,440.0,ta,ta,y,64,0,0,0,64,0,unknown,mnprv,unknown,0,5,2008,wd,abnorml,,-93.675551,42.033604
2139,80,rl,80.0,13014,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,slvl,6,5,1978,1978,gable,compshg,hdboard,plywood,brkface,39.0,ta,ta,cblock,ta,ta,av,alq,528.0,unf,0.0,480.0,1008.0,gasa,ta,y,sbrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,ta,6,typ,1,fa,attchd,1978.0,unf,2.0,484.0,ta,ta,y,168,0,0,0,0,0,unknown,,unknown,0,12,2008,wd,normal,,-93.672241,42.032365
2140,20,rl,68.0,10265,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,7,1967,2005,gable,compshg,hdboard,hdboard,unknown,0.0,ta,fa,cblock,ta,ta,no,alq,758.0,unf,0.0,234.0,992.0,gasa,ex,y,sbrkr,992,0,0,992,1.0,0.0,1,0,3,1,gd,6,typ,0,,attchd,1967.0,rfn,1.0,294.0,ta,ta,y,204,0,0,0,0,0,unknown,mnprv,shed,600,7,2008,wd,normal,,-93.677717,42.031248
2141,85,rl,,7703,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,sawyer,norm,norm,1fam,sfoyer,6,8,1978,1978,gable,compshg,hdboard,hdboard,brkcmn,40.0,ta,ta,cblock,gd,ta,gd,alq,450.0,unf,0.0,0.0,450.0,gasa,ex,y,sbrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,ta,6,typ,1,po,basment,1978.0,fin,2.0,504.0,ta,ta,y,311,0,0,0,0,0,unknown,gdwo,unknown,0,5,2008,wd,normal,,-93.672718,42.031348
2142,20,rl,,9981,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,sawyer,norm,norm,1fam,1story,5,5,1967,1967,gable,compshg,metalsd,metalsd,brkface,340.0,ta,ta,cblock,ta,ta,mn,blq,221.0,unf,0.0,852.0,1073.0,gasa,gd,y,sbrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1967.0,rfn,1.0,270.0,ta,ta,y,0,90,0,0,0,0,unknown,mnprv,unknown,0,3,2008,wd,normal,,-93.674179,42.03156
2143,85,rl,,7400,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,sawyer,norm,norm,1fam,sfoyer,5,5,1984,1984,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,av,lwq,104.0,alq,956.0,0.0,1060.0,gasa,ta,y,sbrkr,1126,0,0,1126,1.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1984.0,unf,2.0,506.0,ta,ta,y,178,0,0,0,0,0,unknown,,unknown,0,3,2008,wd,normal,,-93.671905,42.030552
2144,190,rl,60.0,12900,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,2fmcon,1story,5,4,1920,1950,gable,compshg,brkface,stucco,unknown,0.0,ta,ta,pconc,ta,fa,no,blq,1300.0,unf,0.0,0.0,1300.0,gasa,fa,y,sbrkr,1140,0,0,1140,1.0,0.0,1,0,3,1,ta,6,typ,0,,carport,1920.0,unf,2.0,400.0,ta,ta,y,0,0,190,0,0,0,unknown,,unknown,0,1,2008,wd,alloca,,-93.666912,42.034428
2145,20,rl,94.0,9239,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,1fam,1story,5,8,1963,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,cblock,ta,ta,no,glq,634.0,unf,0.0,326.0,960.0,gasa,ex,y,sbrkr,960,0,0,960,1.0,0.0,1,0,3,1,gd,6,typ,0,,attchd,1963.0,fin,1.0,300.0,ta,ta,y,168,0,0,0,0,0,unknown,,unknown,0,5,2008,wd,normal,,-93.663727,42.034414
2146,20,rl,88.0,14175,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,posa,norm,1fam,1story,6,8,1956,1956,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,gd,gd,glq,776.0,unf,0.0,212.0,988.0,gasa,ta,y,fusea,1188,0,0,1188,1.0,0.0,1,0,1,1,ta,4,typ,1,ta,attchd,1956.0,unf,2.0,621.0,ta,ta,y,102,89,231,0,0,0,unknown,,unknown,0,6,2008,wd,normal,,-93.665355,42.032495
2147,190,rl,,10532,pave,no_alley_access,reg,lvl,allpub,corner,gtl,clearcr,norm,norm,1fam,1story,5,3,1960,1960,flat,tar&grv,plywood,plywood,stone,275.0,ta,ta,cblock,ta,ta,mn,rec,988.0,unf,0.0,0.0,988.0,gasa,gd,y,sbrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,ta,7,mod,2,ta,basment,1960.0,unf,2.0,626.0,ta,ta,y,50,84,0,0,0,0,unknown,,unknown,0,12,2008,wd,abnorml,,-93.660812,42.032653
2148,50,rl,63.0,8375,pave,no_alley_access,reg,lvl,allpub,corner,gtl,sawyer,norm,norm,1fam,1.5fin,5,7,1941,1973,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,brktil,ta,ta,no,alq,336.0,unf,0.0,240.0,576.0,gasa,gd,y,sbrkr,864,486,0,1350,1.0,0.0,1,1,2,1,gd,6,min1,0,,2types,1973.0,unf,3.0,627.0,ta,ta,n,0,0,0,0,0,0,unknown,mnprv,unknown,0,6,2008,wd,normal,,-93.660521,42.033559
2149,80,rl,,10200,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,slvl,5,8,1970,1970,hip,compshg,hdboard,hdboard,unknown,0.0,ta,gd,pconc,gd,ta,av,alq,704.0,unf,0.0,160.0,864.0,gasa,ex,y,sbrkr,904,0,0,904,0.0,0.0,1,0,3,1,gd,5,typ,0,,2types,1979.0,unf,3.0,912.0,ta,ta,y,143,0,0,0,0,0,unknown,mnprv,unknown,0,6,2008,wd,normal,,-93.678125,42.029453
2150,20,rl,82.0,20270,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,clearcr,norm,norm,1fam,1story,7,6,1979,1979,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,cblock,gd,ta,gd,glq,599.0,unf,0.0,925.0,1524.0,gasa,ta,y,sbrkr,1524,0,0,1524,1.0,0.0,2,0,3,1,ta,7,typ,2,gd,attchd,1979.0,fin,2.0,478.0,ta,ta,y,140,0,0,0,0,0,unknown,,unknown,0,4,2008,wd,normal,,-93.67358000000002,42.02521
