Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Median_n_Closest_SalePrice
2693,20,rl,91.0,11024,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,sawyerw,norm,norm,1fam,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,118.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1400.0,1400.0,gasa,ex,y,sbrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2005.0,rfn,2.0,612.0,ta,ta,y,144,55,0,0,0,0,unknown,,unknown,0,10,2006,new,partial,,184900.0
2694,20,rl,63.0,13072,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,rrae,norm,1fam,1story,6,5,2005,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1131.0,1131.0,gasa,ex,y,sbrkr,1131,0,0,1131,0.0,0.0,1,1,3,1,gd,6,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,39,0,0,0,0,unknown,,unknown,0,3,2006,new,partial,,158500.0
2695,60,rl,65.0,7800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,172.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,891.0,891.0,gasa,ex,y,sbrkr,891,795,0,1686,0.0,0.0,2,1,3,1,gd,8,typ,0,,attchd,2005.0,fin,2.0,462.0,ta,ta,y,144,101,0,0,0,0,unknown,,unknown,0,4,2006,wd,normal,,178950.0
2696,60,rl,74.0,7632,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,96.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,784.0,784.0,gasa,ex,y,sbrkr,831,754,0,1585,0.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,2005.0,rfn,2.0,449.0,ta,ta,y,100,77,0,0,0,0,unknown,,unknown,0,3,2006,wd,normal,,158000.0
2697,60,rl,70.0,8304,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,6,5,1997,1998,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,941.0,941.0,gasa,ex,y,sbrkr,941,896,0,1837,0.0,0.0,2,1,3,1,ta,7,typ,0,,attchd,1997.0,rfn,2.0,688.0,ta,ta,y,150,165,0,0,0,0,unknown,gdprv,unknown,0,7,2006,wd,normal,,187000.0
2698,60,rl,70.0,9370,pave,no_alley_access,ir2,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,6,5,1992,1993,gable,compshg,hdboard,hdboard,unknown,0.0,gd,ta,pconc,gd,ta,no,alq,758.0,unf,0.0,78.0,836.0,gasa,ex,y,sbrkr,844,887,0,1731,1.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,1992.0,rfn,2.0,462.0,ta,ta,y,307,85,0,0,224,0,unknown,,othr,3000,10,2006,wd,family,,189000.0
2699,120,rl,50.0,7175,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,twnhse,1story,6,5,1990,1991,gable,compshg,plywood,plywood,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,904.0,unf,0.0,494.0,1398.0,gasa,gd,y,sbrkr,1398,0,0,1398,1.0,0.0,2,0,2,1,gd,5,typ,0,,attchd,1990.0,rfn,2.0,542.0,ta,ta,y,0,46,0,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,normal,,171000.0
2700,120,rl,50.0,7175,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,twnhse,1story,6,5,1991,1991,gable,compshg,plywood,plywood,unknown,0.0,gd,ta,pconc,gd,ta,no,glq,278.0,unf,0.0,939.0,1217.0,gasa,gd,y,sbrkr,1217,0,0,1217,0.0,0.0,2,0,2,1,gd,5,typ,0,,attchd,1991.0,rfn,2.0,484.0,ta,ta,y,0,64,0,0,0,0,unknown,,unknown,0,6,2006,wd,normal,,171000.0
2701,60,rl,,9019,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyerw,rrae,norm,1fam,2story,6,5,1994,1994,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,alq,274.0,unf,0.0,362.0,636.0,gasa,ex,y,sbrkr,636,684,0,1320,0.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,1994.0,fin,2.0,472.0,ta,ta,y,0,40,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,187000.0
2702,20,rl,70.0,9100,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,rrae,norm,1fam,1story,5,4,1962,1962,hip,compshg,wd sdng,wd sdng,brkface,51.0,ta,ta,cblock,ta,ta,no,lwq,36.0,unf,0.0,952.0,988.0,gasa,ex,y,sbrkr,988,0,0,988,1.0,0.0,1,0,3,1,ta,6,typ,0,,detchd,1977.0,unf,2.0,624.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,131400.0
2703,90,rm,68.0,8927,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,rrae,norm,duplex,1.5fin,6,6,1977,1977,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,cblock,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,ta,y,sbrkr,1286,368,0,1654,0.0,0.0,2,0,4,2,ta,10,typ,0,,attchd,1977.0,rfn,2.0,528.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,8,2006,wd,normal,,132500.0
2704,20,rl,,9240,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1962,2002,hip,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,612.0,unf,0.0,252.0,864.0,gasa,gd,y,sbrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,ta,6,min1,1,ta,detchd,1972.0,unf,2.0,576.0,ta,ta,y,161,0,0,0,0,0,unknown,mnprv,unknown,0,3,2006,wd,normal,,133750.0
2705,20,rl,,9308,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,sawyer,rrne,norm,1fam,1story,5,5,1965,1965,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,554.0,unf,0.0,430.0,984.0,gasa,ta,y,sbrkr,984,0,0,984,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1965.0,unf,1.0,310.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,normal,,136500.0
2706,20,rl,65.0,8450,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,rrae,norm,1fam,1story,5,6,1968,1968,gable,compshg,plywood,plywood,brkface,90.0,ta,ta,cblock,ta,ta,no,blq,162.0,rec,270.0,450.0,882.0,gasa,ta,y,sbrkr,909,0,0,909,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1968.0,unf,1.0,294.0,ta,ta,y,0,155,0,0,0,0,unknown,mnprv,unknown,0,11,2006,cod,normal,,129000.0
2707,20,rl,,8638,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,rrae,norm,1fam,1story,5,6,1963,1963,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,pconc,ta,ta,no,alq,181.0,unf,0.0,744.0,925.0,gasa,gd,y,sbrkr,925,0,0,925,1.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1990.0,unf,2.0,484.0,ta,ta,y,203,74,0,0,0,0,unknown,,unknown,0,10,2006,wd,normal,,132250.0
2708,20,rl,,13052,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,sawyer,norm,norm,1fam,1story,5,6,1965,1965,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,rec,712.0,unf,0.0,312.0,1024.0,gasa,ta,y,sbrkr,1024,0,0,1024,0.0,0.0,1,1,3,1,ta,5,typ,0,,attchd,1965.0,unf,1.0,308.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,1,2006,wd,normal,,129000.0
2709,20,rl,,8020,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1964,1964,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,644.0,unf,0.0,268.0,912.0,gasa,ta,n,sbrkr,912,0,0,912,0.0,0.0,1,0,3,1,ta,6,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,4,2006,wd,normal,,136500.0
2710,20,rl,,8789,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1967,1967,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,mn,rec,659.0,unf,0.0,253.0,912.0,gasa,ta,y,sbrkr,941,0,0,941,0.0,0.0,1,0,3,1,ta,6,typ,1,po,attchd,1967.0,unf,1.0,288.0,ta,ta,y,64,0,0,0,0,0,unknown,,unknown,0,6,2006,wd,normal,,132200.0
2711,80,rl,100.0,14330,pave,no_alley_access,ir1,low,allpub,corner,gtl,veenker,norm,norm,1fam,slvl,7,4,1974,1974,gable,compshg,wdshing,wd sdng,brkface,145.0,gd,fa,cblock,gd,ta,gd,alq,1023.0,blq,497.0,228.0,1748.0,gasa,gd,y,sbrkr,2151,495,0,2646,1.0,2.0,2,0,3,1,gd,9,mod,4,ta,attchd,1974.0,rfn,2.0,550.0,ta,ta,y,641,100,0,0,0,800,gd,gdprv,unknown,0,1,2006,wd,normal,,150000.0
2712,60,rl,105.0,11025,pave,no_alley_access,reg,hls,allpub,inside,mod,noridge,norm,norm,1fam,2story,8,5,1992,1993,gable,compshg,hdboard,imstucc,brkface,692.0,gd,ta,pconc,ex,ta,gd,glq,1118.0,unf,0.0,216.0,1334.0,gasa,ex,y,sbrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,gd,9,typ,3,ta,attchd,1992.0,rfn,3.0,888.0,ta,ta,y,177,208,186,0,0,0,unknown,,unknown,0,10,2006,wd,normal,,295750.0
2713,120,fv,34.0,3628,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,1story,7,5,2004,2004,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1143.0,1143.0,gasa,ex,y,sbrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,gd,5,typ,1,gd,attchd,2004.0,rfn,2.0,588.0,ta,ta,y,0,191,0,0,0,0,unknown,,unknown,0,5,2006,wd,normal,,193000.0
2714,160,fv,24.0,2544,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhs,2story,7,5,2005,2005,gable,compshg,metalsd,metalsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,600.0,600.0,gasa,ex,y,sbrkr,520,623,80,1223,0.0,0.0,2,1,2,1,gd,4,typ,0,,detchd,2005.0,rfn,2.0,480.0,ta,ta,y,0,166,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,164700.0
2715,160,fv,,2998,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhse,2story,6,5,2000,2000,gable,compshg,metalsd,metalsd,brkface,513.0,gd,ta,pconc,gd,ta,no,glq,353.0,unf,0.0,403.0,756.0,gasa,ex,y,sbrkr,768,756,0,1524,0.0,0.0,2,1,2,1,gd,4,typ,0,,detchd,2000.0,unf,2.0,440.0,ta,ta,y,0,32,0,0,0,0,unknown,,unknown,0,6,2006,wd,normal,,177000.0
2716,160,fv,,4447,pave,no_alley_access,ir1,lvl,allpub,fr2,gtl,somerst,norm,norm,twnhse,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,530.0,530.0,gasa,ex,y,sbrkr,530,550,0,1080,0.0,0.0,2,1,2,1,gd,4,typ,0,,attchd,2003.0,rfn,2.0,496.0,ta,ta,y,0,50,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,174750.0
2717,60,fv,114.0,8314,pave,pave,ir1,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,2story,7,5,1997,1998,hip,compshg,wd sdng,wd sdng,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,569.0,569.0,gasa,ex,y,sbrkr,854,840,0,1694,0.0,0.0,2,1,3,1,gd,6,typ,1,ta,builtin,1997.0,unf,1.0,434.0,ta,ta,y,0,382,0,0,110,0,unknown,gdprv,unknown,0,11,2006,wd,normal,,172500.0
2718,20,fv,60.0,7180,pave,pave,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2001,2002,gable,compshg,cemntbd,cemntbd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1568.0,1568.0,gasa,ex,y,sbrkr,1568,0,0,1568,0.0,0.0,2,0,3,1,gd,6,typ,1,ta,attchd,2001.0,rfn,2.0,564.0,ta,ta,y,0,266,0,0,0,0,unknown,,unknown,0,9,2006,wd,normal,,174000.0
2719,190,rl,79.0,13110,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,nwames,rran,feedr,2fmcon,1story,5,6,1972,1972,gable,compshg,plywood,plywood,brkface,144.0,ta,ta,cblock,gd,ta,no,glq,962.0,unf,0.0,191.0,1153.0,gasa,ex,y,sbrkr,1193,0,0,1193,1.0,0.0,2,0,2,1,ta,6,typ,0,,attchd,1972.0,fin,2.0,501.0,ta,ta,y,140,153,0,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,normal,,185000.0
2720,20,rl,78.0,10140,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nwames,rran,norm,1fam,1story,7,6,1967,1967,hip,compshg,hdboard,hdboard,brkface,264.0,ta,ta,cblock,ta,ta,no,blq,553.0,lwq,68.0,713.0,1334.0,gasa,gd,y,sbrkr,1334,0,0,1334,1.0,0.0,2,0,3,1,ta,7,typ,0,,attchd,1967.0,rfn,2.0,477.0,ta,ta,y,0,20,35,0,264,0,unknown,,unknown,0,4,2006,wd,normal,,197500.0
2721,20,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,5,5,1968,1968,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,758.0,unf,0.0,293.0,1051.0,gasa,gd,y,sbrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1968.0,rfn,2.0,504.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,138500.0
2722,60,rl,72.0,8640,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,feedr,norm,1fam,2story,5,5,1968,1968,gable,compshg,hdboard,hdboard,brkface,300.0,ta,ta,cblock,gd,fa,mn,alq,361.0,rec,483.0,56.0,900.0,gasa,ex,y,sbrkr,884,886,0,1770,1.0,0.0,1,1,4,1,ta,7,typ,0,,attchd,1968.0,rfn,2.0,530.0,ta,ta,y,0,60,0,0,270,0,unknown,,shed,455,6,2006,wd,normal,,138500.0
2723,20,rl,78.0,9360,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,feedr,norm,1fam,1story,6,7,1968,2004,hip,compshg,hdboard,hdboard,brkface,203.0,ta,ta,cblock,ta,ta,av,alq,760.0,unf,0.0,216.0,976.0,gasa,ta,y,sbrkr,976,0,0,976,1.0,0.0,1,0,2,1,gd,4,typ,1,fa,attchd,1968.0,rfn,2.0,504.0,ta,ta,y,94,0,0,0,0,0,unknown,,unknown,0,8,2006,wd,abnorml,,138500.0
2724,85,rl,70.0,8400,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,feedr,norm,1fam,sfoyer,5,6,1968,1968,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,gd,ta,gd,glq,744.0,unf,0.0,89.0,833.0,gasa,gd,y,sbrkr,898,0,0,898,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1968.0,rfn,1.0,326.0,ta,ta,y,143,0,0,0,0,0,unknown,,unknown,0,8,2006,wd,normal,,146500.0
2725,20,rl,,9759,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1966,1966,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,799.0,unf,0.0,252.0,1051.0,gasa,ta,y,sbrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1966.0,rfn,1.0,264.0,ta,ta,y,182,88,0,0,0,0,unknown,,unknown,0,3,2006,wd,normal,,138500.0
2726,80,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,5,7,1967,1967,gable,compshg,metalsd,metalsd,brkface,140.0,ta,ta,pconc,ta,ta,av,alq,602.0,rec,402.0,137.0,1141.0,gasa,gd,y,sbrkr,1141,0,0,1141,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1967.0,unf,1.0,568.0,ta,ta,y,0,78,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,142800.0
2727,190,rl,80.0,8800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,rran,norm,2fmcon,1story,6,7,1965,2000,hip,compshg,brkface,vinylsd,unknown,0.0,ta,gd,pconc,ta,ta,mn,alq,901.0,blq,252.0,34.0,1187.0,gasa,ex,y,sbrkr,1565,0,0,1565,1.0,0.0,2,0,3,1,gd,7,min1,2,ta,attchd,1965.0,rfn,1.0,299.0,ta,ta,y,200,25,211,0,0,0,unknown,mnprv,shed,460,6,2006,wd,abnorml,,158000.0
2728,20,rl,,10368,pave,no_alley_access,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,1story,6,6,1964,1964,hip,compshg,hdboard,hdboard,brkface,112.0,ta,ta,cblock,ta,ta,no,alq,260.0,lwq,748.0,0.0,1008.0,gasa,ex,y,sbrkr,1488,0,0,1488,1.0,0.0,1,1,3,1,ta,7,typ,1,gd,attchd,1964.0,fin,2.0,430.0,ta,ta,y,154,60,0,0,0,0,unknown,,unknown,0,4,2006,wd,normal,,158000.0
2729,60,rl,85.0,9350,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,2story,5,6,1964,1964,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,360.0,unf,0.0,360.0,720.0,gasa,gd,y,sbrkr,720,720,0,1440,0.0,0.0,1,1,4,1,ta,7,typ,1,po,attchd,1964.0,fin,2.0,480.0,ta,ta,y,0,32,240,0,0,0,unknown,,unknown,0,7,2006,wd,normal,,158000.0
2730,20,rl,80.0,10800,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1960,1960,hip,compshg,wd sdng,wd sdng,brkface,88.0,ta,ta,cblock,ta,ta,no,alq,632.0,unf,0.0,616.0,1248.0,gasa,ex,y,sbrkr,1248,0,0,1248,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1960.0,unf,1.0,286.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,5,2006,wd,normal,,142062.5
2731,30,rl,60.0,8550,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,8,1934,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,574.0,unf,0.0,242.0,816.0,gasa,ex,y,sbrkr,816,0,0,816,1.0,0.0,1,0,2,1,ta,4,typ,1,fa,attchd,1949.0,unf,1.0,240.0,ta,ta,y,228,0,40,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,normal,,141000.0
2732,20,rl,68.0,9724,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1947,1950,hip,compshg,brkface,brkface,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,938.0,938.0,gasa,ex,y,sbrkr,1043,0,0,1043,0.0,0.0,1,0,2,1,ta,5,typ,1,gd,detchd,1947.0,unf,1.0,273.0,ta,ta,y,125,48,0,0,0,0,unknown,gdwo,unknown,0,5,2006,wd,normal,,138950.0
2733,20,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1961,1990,gable,compshg,wdshing,wd shng,unknown,0.0,ta,ta,cblock,ta,ta,mn,blq,915.0,unf,0.0,336.0,1251.0,gasa,ta,y,sbrkr,1433,0,0,1433,1.0,0.0,1,0,3,1,ta,7,min1,1,gd,attchd,1961.0,unf,2.0,441.0,ta,ta,y,144,0,205,0,0,0,unknown,,unknown,0,6,2006,wd,normal,,128900.0
2734,20,rl,89.0,10858,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,5,6,1952,1952,gable,compshg,wd sdng,plywood,stone,150.0,ta,gd,cblock,ta,ta,mn,lwq,40.0,unf,0.0,1404.0,1444.0,gasa,ex,y,sbrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,ta,6,min1,1,gd,attchd,1952.0,rfn,1.0,240.0,ta,ta,y,0,40,324,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,partial,,133700.0
2735,20,rl,80.0,9600,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1951,1951,gable,compshg,hdboard,hdboard,stone,144.0,ta,ta,cblock,ta,ta,no,alq,996.0,unf,0.0,60.0,1056.0,gasa,ex,y,fusea,1216,0,0,1216,1.0,0.0,1,0,3,1,ta,7,typ,0,,attchd,1951.0,rfn,1.0,280.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,5,2006,wd,normal,,137450.0
2736,60,rl,79.0,9462,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,2story,5,6,1949,1973,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,704.0,704.0,gasa,gd,y,fusea,1024,704,0,1728,0.0,0.0,1,1,3,1,ta,7,min1,1,gd,attchd,1949.0,unf,1.0,234.0,ta,ta,y,245,60,0,0,0,0,unknown,mnprv,unknown,0,7,2006,wd,normal,,137000.0
2737,20,rl,82.0,9888,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1954,1975,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,no,blq,486.0,unf,0.0,450.0,936.0,gasa,ta,y,fusea,936,0,0,936,0.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1954.0,unf,1.0,240.0,ta,ta,y,0,0,160,0,0,0,unknown,mnprv,unknown,0,3,2006,wd,normal,,134500.0
2738,90,rl,,8917,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,duplex,1story,5,5,1967,1967,gable,compshg,plywood,plywood,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1584.0,1584.0,gasa,ta,y,sbrkr,1584,0,0,1584,0.0,0.0,2,0,4,2,ta,8,typ,0,,detchd,1967.0,unf,2.0,506.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,10,2006,wd,normal,,205000.0
2739,80,rl,,12700,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,slvl,6,5,1964,1964,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,939.0,unf,0.0,307.0,1246.0,gasa,ta,y,sbrkr,1246,0,0,1246,1.0,0.0,1,0,3,1,ta,6,typ,2,gd,attchd,1964.0,rfn,2.0,441.0,ta,ta,y,0,69,0,0,0,0,unknown,,unknown,0,11,2006,wd,normal,,197650.0
2740,20,rl,109.0,9723,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,6,7,1963,1963,hip,compshg,metalsd,metalsd,brkface,332.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1008.0,1008.0,gasa,ta,y,sbrkr,1008,0,0,1008,0.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1963.0,rfn,2.0,430.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,10,2006,wd,normal,,139400.0
2741,20,rl,70.0,8400,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,5,5,1957,1957,gable,compshg,brkface,brkface,unknown,0.0,ta,ta,cblock,fa,ta,mn,blq,623.0,unf,0.0,556.0,1179.0,gasa,gd,y,sbrkr,1364,0,0,1364,0.0,0.0,1,1,3,1,ta,6,typ,1,gd,attchd,1957.0,rfn,1.0,331.0,ta,ta,y,0,60,0,0,0,0,unknown,gdprv,unknown,0,3,2006,wd,normal,,143500.0
2742,20,rl,,9610,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,names,feedr,norm,1fam,1story,6,6,1958,1958,hip,compshg,wd sdng,wd sdng,brkface,632.0,ta,ta,cblock,ta,ta,no,rec,203.0,unf,0.0,918.0,1121.0,gasa,ex,y,fusea,1336,0,0,1336,0.0,0.0,1,1,3,1,ta,7,typ,1,ta,attchd,1958.0,rfn,2.0,488.0,ta,ta,y,80,0,0,0,0,0,unknown,,unknown,0,12,2006,wd,normal,,145250.0
2743,80,rl,125.0,10000,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,slvl,5,6,1956,1956,hip,compshg,wd sdng,wd sdng,brkface,272.0,ta,ta,cblock,ta,ta,av,blq,678.0,rec,281.0,99.0,1058.0,gasa,ex,y,sbrkr,1370,0,0,1370,1.0,0.0,1,0,3,1,ta,6,typ,1,ta,basment,1956.0,rfn,1.0,300.0,ta,ta,y,191,0,0,0,120,0,unknown,mnprv,unknown,0,2,2006,wd,normal,,139000.0
2744,20,rl,72.0,10152,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,6,1956,1994,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,av,blq,914.0,unf,0.0,210.0,1124.0,gasa,ex,y,sbrkr,1124,0,0,1124,1.0,0.0,1,0,3,1,ta,6,typ,1,ta,attchd,1956.0,fin,1.0,353.0,ta,ta,y,0,211,180,0,142,0,unknown,,unknown,0,5,2006,wd,normal,,141000.0
